"name","pass","edit","pass_rate","edit_rate"
"거래처",19,7,60.6157315409301,39.3842684590699
"거로",4,2,53.1410169741516,46.8589830258484
"거리",14,8,49.806874828228,50.193125171772
"거리에서",1,1,36.1850639839977,63.8149360160023
"거부감",5,4,41.479026876222,58.520973123778
"거울",12,4,62.9779609910999,37.0220390089001
"거절",9,6,45.9619207586082,54.0380792413918
"거짓",1,1,36.1850639839977,63.8149360160023
"거짓말",5,11,20.4924054628719,79.5075945371281
"걱정",10,20,22.0889894804604,77.9110105195396
"건",5,2,58.6362908935067,41.3637091064933
"건강",65,25,59.5842233871694,40.4157766128306
"건물",9,4,56.059800578297,43.940199421703
"건설",31,23,43.318996932439,56.681003067561
"건의",6,2,62.9779609910999,37.0220390089001
"건축",6,15,18.4879519360287,81.5120480639713
"걸",4,8,22.0889894804604,77.9110105195396
"걸림돌",1,2,22.0889894804604,77.9110105195396
"걸음",4,6,27.4321572011395,72.5678427988605
"검사",11,4,60.9273652695378,39.0726347304622
"검색",14,10,44.2537853586495,55.7462146413505
"검수",1,1,36.1850639839977,63.8149360160023
"검열",1,3,15.8964478875207,84.1035521124793
"검정",9,4,56.059800578297,43.940199421703
"검정고시",3,2,45.9619207586082,54.0380792413918
"검증",5,1,73.9254436210558,26.0745563789442
"검진",3,1,62.9779609910999,37.0220390089001
"검출",6,1,77.2840212359008,22.7159787640992
"검토",23,7,65.0728564968808,34.9271435031192
"겁",3,2,45.9619207586082,54.0380792413918
"겉",1,1,36.1850639839977,63.8149360160023
"게시물",12,3,69.4014157985136,30.5985842014864
"게시판",23,1,92.8783648857286,7.12163511427138
"게으름",1,2,22.0889894804604,77.9110105195396
"게이지",1,1,36.1850639839977,63.8149360160023
"게임",110,22,73.9254436210558,26.0745563789442
"겨",1,1,36.1850639839977,63.8149360160023
"겨울",14,9,46.8664103282793,53.1335896717206
"격",1,1,36.1850639839977,63.8149360160023
"격려",7,7,36.1850639839977,63.8149360160023
"격차",3,1,62.9779609910999,37.0220390089001
"견문",2,2,36.1850639839977,63.8149360160023
"견해",2,5,18.4879519360287,81.5120480639712
"결",309,109,61.6484362465043,38.3515637534957
"결과",208,125,48.547496528805,51.452503471195
"결과물",50,16,63.924608734377,36.075391265623
"결단력",6,5,40.4916881292437,59.5083118707563
"결론",11,5,55.5054999562338,44.4945000437662
"결산",2,2,36.1850639839977,63.8149360160023
"결석",2,2,36.1850639839977,63.8149360160023
"결실",8,3,60.1924040764047,39.8075959235953
"결심",4,9,20.1286820333996,79.8713179666004
"결점",2,1,53.1410169741516,46.8589830258484
"결정",50,22,56.3072156065603,43.6927843934397
"결제원",6,1,77.2840212359008,22.7159787640992
"결합",4,1,69.4014157985136,30.5985842014864
"결혼식",2,3,27.4321572011395,72.5678427988605
"겸손",2,7,13.9421418044972,86.0578581955028
"경기",15,20,29.8380251071436,70.1619748928564
"경기도",5,3,48.5874957014648,51.4125042985352
"경도",1,1,36.1850639839977,63.8149360160023
"경력",22,32,28.048961017438,71.951038982562
"경력자",1,1,36.1850639839977,63.8149360160023
"경로",6,2,62.9779609910999,37.0220390089001
"경북",2,2,36.1850639839977,63.8149360160023
"경시",1,3,15.8964478875207,84.1035521124793
"경영",59,51,39.6127005256453,60.3872994743546
"경영자",1,1,36.1850639839977,63.8149360160023
"경영학",19,18,37.4426428567196,62.5573571432804
"경외감",1,1,36.1850639839977,63.8149360160023
"경우",105,74,44.5851793557413,55.4148206442588
"경쟁",51,17,62.9779609910999,37.0220390089001
"경쟁력",67,26,59.3693465292314,40.6306534707686
"경쟁사",30,2,89.4797405532491,10.5202594467509
"경제",85,47,50.6290373487783,49.3709626512217
"경제관",1,1,36.1850639839977,63.8149360160023
"경제인",1,1,36.1850639839977,63.8149360160023
"경제학",5,6,32.0894868799385,67.9105131200615
"경중",1,1,36.1850639839977,63.8149360160023
"경진",19,11,49.4800905677834,50.5199094322166
"경찰",38,6,78.2191925607189,21.7808074392811
"경청",15,6,58.6362908935067,41.3637091064933
"경향",7,12,24.8554353119731,75.1445646880269
"경험",807,421,52.0825445153101,47.9174554846899
"경험담",2,1,53.1410169741516,46.8589830258484
"곁",4,2,53.1410169741516,46.8589830258484
"계",2,3,27.4321572011395,72.5678427988605
"계기",99,80,41.2352765217693,58.7647234782307
"계단",12,4,62.9779609910999,37.0220390089001
"계량",1,1,36.1850639839977,63.8149360160023
"계발",10,33,14.663219077684,85.336780922316
"계산",16,12,43.0537437388594,56.9462562611406
"계산서",3,1,62.9779609910999,37.0220390089001
"계속",2,2,36.1850639839977,63.8149360160023
"계수",2,1,53.1410169741516,46.8589830258484
"계약",52,10,74.6743282293154,25.3256717706846
"계약서",5,1,73.9254436210558,26.0745563789442
"계열",4,8,22.0889894804604,77.9110105195396
"계열사",6,2,62.9779609910999,37.0220390089001
"계절",2,5,18.4879519360287,81.5120480639712
"계정",1,3,15.8964478875207,84.1035521124793
"계층",10,2,73.9254436210558,26.0745563789442
"계통",3,1,62.9779609910999,37.0220390089001
"계획",209,122,49.2743603016866,50.7256396983134
"계획서",5,1,73.9254436210558,26.0745563789442
"계획표",3,2,45.9619207586082,54.0380792413918
"고",23,18,42.0135208158964,57.9864791841036
"고가",5,7,28.8267541081542,71.1732458918458
"고개",1,2,22.0889894804604,77.9110105195396
"고객",831,425,52.5777074659445,47.4222925340555
"고교",23,10,56.6004604740777,43.3995395259223
"고급",9,4,56.059800578297,43.940199421703
"고난",3,2,45.9619207586082,54.0380792413918
"고등",1,1,36.1850639839977,63.8149360160023
"고등학교",55,144,17.8019884804476,82.1980115195524
"고등학생",16,10,47.5684893827704,52.4315106172296
"고려",1,1,36.1850639839977,63.8149360160023
"고령",7,2,66.4947785411554,33.5052214588446
"고리",3,6,22.0889894804604,77.9110105195396
"고마움",2,3,27.4321572011395,72.5678427988605
"고무",4,2,53.1410169741516,46.8589830258484
"고민",45,33,43.6055600492989,56.3944399507011
"고민거리",1,1,36.1850639839977,63.8149360160023
"고민한",1,2,22.0889894804604,77.9110105195396
"고비",2,4,22.0889894804604,77.9110105195396
"고사",1,10,5.36604134216193,94.6339586578381
"고생",6,6,36.1850639839977,63.8149360160023
"고서",3,1,62.9779609910999,37.0220390089001
"고속",5,1,73.9254436210558,26.0745563789442
"고시",2,3,27.4321572011395,72.5678427988605
"고심",1,1,36.1850639839977,63.8149360160023
"고용",18,4,71.843998737101,28.156001262899
"고유",9,1,83.615371226333,16.384628773667
"고장",14,8,49.806874828228,50.193125171772
"고전",5,2,58.6362908935067,41.3637091064933
"고집",1,1,36.1850639839977,63.8149360160023
"고충",4,3,43.0537437388594,56.9462562611406
"고통",4,3,43.0537437388594,56.9462562611406
"고향",4,2,53.1410169741516,46.8589830258484
"곡",6,3,53.1410169741516,46.8589830258484
"골목",1,1,36.1850639839977,63.8149360160023
"골수",1,2,22.0889894804604,77.9110105195396
"곳",110,82,43.202849225113,56.797150774887
"곳곳",6,1,77.2840212359008,22.7159787640992
"공",12,10,40.4916881292437,59.5083118707563
"공간",21,10,54.353858172969,45.646141827031
"공감",17,4,70.6734795723408,29.3265204276592
"공감대",1,8,6.618760323873,93.381239676127
"공격",2,2,36.1850639839977,63.8149360160023
"공고",2,5,18.4879519360287,81.5120480639712
"공공",22,8,60.9273652695378,39.0726347304622
"공구",1,8,6.618760323873,93.381239676127
"공군",7,1,79.876112781181,20.123887218819
"공급",22,6,67.5231319454403,32.4768680545597
"공기",3,5,25.3853154449109,74.6146845550891
"공기업",7,3,56.953568854455,43.046431145545
"공단",68,12,76.2649431018149,23.7350568981851
"공대",3,11,13.3932858545712,86.6067141454287
"공동",35,12,62.3187701512354,37.6812298487646
"공동체",12,4,62.9779609910999,37.0220390089001
"공략",2,3,27.4321572011395,72.5678427988605
"공모전",73,12,77.5252626358621,22.4747373641379
"공무원",36,8,71.843998737101,28.156001262899
"공문서",2,2,36.1850639839977,63.8149360160023
"공법",4,5,31.2064672128189,68.7935327871811
"공부",106,163,26.9403328392706,73.0596671607294
"공사",42,16,59.8144565026197,40.1855434973803
"공식",1,3,15.8964478875207,84.1035521124793
"공업",10,5,53.1410169741516,46.8589830258484
"공연",81,11,80.677867001723,19.322132998277
"공연장",1,1,36.1850639839977,63.8149360160023
"공원",4,7,24.4723182901358,75.5276817098642
"공유",16,1,90.0719784168915,9.92802158310851
"공인",6,3,53.1410169741516,46.8589830258484
"공장",48,21,56.4473486653567,43.5526513346433
"공정",146,12,87.3399779668329,12.6600220331671
"공직",5,2,58.6362908935067,41.3637091064933
"공직자",7,1,79.876112781181,20.123887218819
"공책",1,3,15.8964478875207,84.1035521124793
"공통",7,3,56.953568854455,43.046431145545
"공통점",3,1,62.9779609910999,37.0220390089001
"공포증",6,1,77.2840212359008,22.7159787640992
"공학",121,40,63.1712443193173,36.8287556806827
"공학도",39,1,95.6736587848592,4.32634121514083
"공학자",2,1,53.1410169741516,46.8589830258484
"공항",1,2,22.0889894804604,77.9110105195396
"공헌",4,5,31.2064672128189,68.7935327871811
"과거",49,14,66.4947785411554,33.5052214588446
"과목",104,45,56.7188051869418,43.2811948130582
"과언",1,1,36.1850639839977,63.8149360160023
"과업",7,4,49.806874828228,50.193125171772
"과장",1,3,15.8964478875207,84.1035521124793
"과정",294,130,56.1857604517107,43.8142395482893
"과제",178,51,66.4322552988577,33.5677447011423
"과제물",2,1,53.1410169741516,46.8589830258484
"과학",12,35,16.2767058823529,83.7232941176471
"관",8,8,36.1850639839977,63.8149360160023
"관객",38,5,81.1656135601259,18.8343864398741
"관계",107,111,35.3419447529362,64.6580552470639
"관광",3,21,7.49344421123419,92.5065557887658
"관광객",2,4,22.0889894804604,77.9110105195396
"관련",163,66,58.3401967917509,41.6598032082491
"관련하",6,1,77.2840212359008,22.7159787640992
"관리",420,203,53.9842323837969,46.0157676162031
"관리부",1,3,15.8964478875207,84.1035521124793
"관리사",3,2,45.9619207586082,54.0380792413918
"관리인",2,2,36.1850639839977,63.8149360160023
"관리자",18,12,45.9619207586082,54.0380792413918
"관리직",3,4,29.8380251071436,70.1619748928564
"관문",1,2,22.0889894804604,77.9110105195396
"관심",222,152,45.3003148122609,54.6996851877391
"관심사",6,2,62.9779609910999,37.0220390089001
"관점",23,12,52.0799672773532,47.9200327226468
"관찰",1,3,15.8964478875207,84.1035521124793
"관찰력",3,1,62.9779609910999,37.0220390089001
"관해",28,5,76.0500559108442,23.9499440891558
"관행",5,1,73.9254436210558,26.0745563789442
"광",3,2,45.9619207586082,54.0380792413918
"광고",60,12,73.9254436210558,26.0745563789442
"교",6,12,22.0889894804604,77.9110105195396
"교감",5,1,73.9254436210558,26.0745563789442
"교과",6,3,53.1410169741516,46.8589830258484
"교과목",8,4,53.1410169741516,46.8589830258484
"교과서",2,1,53.1410169741516,46.8589830258484
"교내",54,34,47.3844568898436,52.6155431101564
"교류",22,23,35.1650391108791,64.8349608891209
"교사",4,19,10.6644335529448,89.3355664470552
"교수",96,61,47.1564090888021,52.8435909111979
"교실",4,7,24.4723182901358,75.5276817098642
"교양",8,6,43.0537437388594,56.9462562611406
"교외",3,3,36.1850639839977,63.8149360160023
"교우",2,13,8.02361338190618,91.9763866180938
"교육",195,98,53.0136239226884,46.9863760773116
"교재",9,20,20.3291407076525,79.6708592923475
"교정",1,2,22.0889894804604,77.9110105195396
"교체",1,1,36.1850639839977,63.8149360160023
"교통",39,7,75.9567656395488,24.0432343604512
"교환",24,9,60.1924040764047,39.8075959235953
"교회",1,16,3.42264861625566,96.5773513837443
"교훈",19,21,33.9073824655659,66.0926175344341
"구매",68,33,53.8836442599599,46.1163557400401
"구매자",5,3,48.5874957014648,51.4125042985352
"구미",2,1,53.1410169741516,46.8589830258484
"구상",3,2,45.9619207586082,54.0380792413918
"구석",2,1,53.1410169741516,46.8589830258484
"구성",25,15,48.5874957014648,51.4125042985352
"구성원",109,31,66.5971341249802,33.4028658750198
"구성하",34,9,68.1743345536777,31.8256654463223
"구성해",2,1,53.1410169741516,46.8589830258484
"구역",10,5,53.1410169741516,46.8589830258484
"구입",3,2,45.9619207586082,54.0380792413918
"구절",1,4,12.4157517940883,87.5842482059117
"구조",49,15,64.9406005392009,35.0593994607991
"구조물",1,2,22.0889894804604,77.9110105195396
"구직",2,2,36.1850639839977,63.8149360160023
"구체",31,12,59.429263397895,40.570736602105
"구축",20,7,61.833362413439,38.166637586561
"구현",19,5,68.3014538062118,31.6985461937882
"국가",37,11,65.6036708971331,34.3963291028669
"국내",88,21,70.3802964471332,29.6197035528668
"국내외",10,3,65.39917167604,34.60082832396
"국립",1,9,5.92693021068808,94.0730697893119
"국문",7,2,66.4947785411554,33.5052214588446
"국민",68,29,57.0740017999787,42.9259982000213
"국민연금공단",5,1,73.9254436210558,26.0745563789442
"국민은행",5,3,48.5874957014648,51.4125042985352
"국외",1,6,8.6345144920445,91.3654855079555
"국적",2,6,15.8964478875207,84.1035521124793
"국제",13,36,16.9960051200747,83.0039948799253
"국토",13,2,78.6584862382111,21.3415137617889
"군",71,39,50.7943680970692,49.2056319029308
"군대",25,26,35.2843954098213,64.7156045901787
"군인",1,1,36.1850639839977,63.8149360160023
"굴",2,1,53.1410169741516,46.8589830258484
"궁금증",5,7,28.8267541081542,71.1732458918458
"궂은일",3,2,45.9619207586082,54.0380792413918
"권",1,4,12.4157517940883,87.5842482059117
"권리",2,3,27.4321572011395,72.5678427988605
"권유",5,5,36.1850639839977,63.8149360160023
"귀",11,9,40.9345878051363,59.0654121948637
"귀감",2,1,53.1410169741516,46.8589830258484
"귀기",1,1,36.1850639839977,63.8149360160023
"귀사",4,61,3.58494117412939,96.4150588258706
"규모",34,14,57.9315079398233,42.0684920601767
"규정",29,8,67.272007335555,32.727992664445
"규칙",7,3,56.953568854455,43.046431145545
"균형",3,5,25.3853154449109,74.6146845550891
"그간",3,2,45.9619207586082,54.0380792413918
"그것",74,58,41.9769728149903,58.0230271850097
"그곳",11,24,20.6279491502414,79.3720508497587
"그날",13,11,40.1243447414767,59.8756552585233
"그다음",2,1,53.1410169741516,46.8589830258484
"그동안",16,13,41.1031833933062,58.8968166066938
"그래프",36,1,95.3299671466055,4.67003285339448
"그래픽",9,4,56.059800578297,43.940199421703
"그룹",64,19,65.6357394837267,34.3642605162733
"그릇",1,9,5.92693021068808,94.0730697893119
"그린",1,3,15.8964478875207,84.1035521124793
"그림",9,11,31.6909409427753,68.3090590572247
"그만큼",21,15,44.2537853586495,55.7462146413505
"그분",16,8,53.1410169741516,46.8589830258484
"그전",1,2,22.0889894804604,77.9110105195396
"그중",21,8,59.8144565026197,40.1855434973803
"극대",16,14,39.321704016298,60.678295983702
"극복",17,2,82.8171778643389,17.1828221356611
"근",3,2,45.9619207586082,54.0380792413918
"근간",3,3,36.1850639839977,63.8149360160023
"근래",2,1,53.1410169741516,46.8589830258484
"근로",17,20,32.52255022777,67.47744977223
"근로자",33,7,72.7753914708101,27.2246085291899
"근면",4,7,24.4723182901358,75.5276817098642
"근무",53,46,39.515591246077,60.484408753923
"근무자",5,1,73.9254436210558,26.0745563789442
"근본",5,1,73.9254436210558,26.0745563789442
"근성",18,3,77.2840212359008,22.7159787640992
"근육",5,4,41.479026876222,58.520973123778
"근처",2,5,18.4879519360287,81.5120480639712
"근태",3,3,36.1850639839977,63.8149360160023
"글",18,18,36.1850639839977,63.8149360160023
"글로벌",73,30,57.9792398222131,42.0207601777869
"글씨",4,3,43.0537437388594,56.9462562611406
"글자",1,1,36.1850639839977,63.8149360160023
"금",3,4,29.8380251071436,70.1619748928564
"금리",4,2,53.1410169741516,46.8589830258484
"금속",7,1,79.876112781181,20.123887218819
"금액",33,7,72.7753914708101,27.2246085291899
"금요일",6,2,62.9779609910999,37.0220390089001
"금융",112,56,53.1410169741516,46.8589830258484
"금융업",3,6,22.0889894804604,77.9110105195396
"금전",7,6,39.8147429463002,60.1852570536998
"급식",1,6,8.6345144920445,91.3654855079555
"급여",18,8,56.059800578297,43.940199421703
"긍정",55,128,19.5912823129383,80.4087176870617
"긍지",10,3,65.39917167604,34.60082832396
"기",9,5,50.5111279864478,49.4888720135522
"기가",2,4,22.0889894804604,77.9110105195396
"기간",131,38,66.1563688025838,33.8436311974162
"기계",65,57,39.2693348663178,60.7306651336822
"기계설",20,4,73.9254436210558,26.0745563789442
"기관",51,20,59.1157510365434,40.8842489634566
"기구",3,6,22.0889894804604,77.9110105195396
"기금",1,10,5.36604134216193,94.6339586578381
"기기",61,11,75.8713233908591,24.1286766091409
"기념품",9,1,83.615371226333,16.384628773667
"기능",74,15,73.6658753750193,26.3341246249807
"기능사",1,8,6.618760323873,93.381239676127
"기다림",1,2,22.0889894804604,77.9110105195396
"기대",14,7,53.1410169741516,46.8589830258484
"기도",2,4,22.0889894804604,77.9110105195396
"기독교",2,2,36.1850639839977,63.8149360160023
"기둥",1,2,22.0889894804604,77.9110105195396
"기량",1,5,10.1855232934802,89.8144767065198
"기력",1,2,22.0889894804604,77.9110105195396
"기록",22,14,47.1193009954217,52.8806990045783
"기록부",2,1,53.1410169741516,46.8589830258484
"기름",1,3,15.8964478875207,84.1035521124793
"기말",2,9,11.190601292607,88.809398707393
"기반",100,20,73.9254436210558,26.0745563789442
"기법",24,4,77.2840212359008,22.7159787640992
"기보",1,1,36.1850639839977,63.8149360160023
"기본",151,57,60.0341382012302,39.9658617987698
"기부",7,7,36.1850639839977,63.8149360160023
"기분",26,20,42.434137263266,57.565862736734
"기쁨",19,22,32.8727878952556,67.1272121047444
"기사",68,29,57.0740017999787,42.9259982000213
"기수",4,2,53.1410169741516,46.8589830258484
"기숙사",6,4,45.9619207586082,54.0380792413918
"기술",344,76,71.9617985330531,28.0382014669469
"기술력",23,19,40.702307748667,59.297692251333
"기술사",1,1,36.1850639839977,63.8149360160023
"기아자동차",9,2,71.843998737101,28.156001262899
"기억",27,18,45.9619207586082,54.0380792413918
"기업",319,168,51.8463173815408,48.1536826184592
"기업가",1,1,36.1850639839977,63.8149360160023
"기업은행",4,2,53.1410169741516,46.8589830258484
"기업인",5,4,41.479026876222,58.520973123778
"기업체",5,3,48.5874957014648,51.4125042985352
"기여",9,6,45.9619207586082,54.0380792413918
"기자",13,2,78.6584862382111,21.3415137617889
"기자재",3,2,45.9619207586082,54.0380792413918
"기전",1,1,36.1850639839977,63.8149360160023
"기존",138,17,82.1522899505222,17.8477100494778
"기준",40,11,67.340880205348,32.659119794652
"기차",6,2,62.9779609910999,37.0220390089001
"기초",83,28,62.6982960798637,37.3017039201363
"기출",5,4,41.479026876222,58.520973123778
"기판",3,2,45.9619207586082,54.0380792413918
"기한",10,1,85.008199009827,14.991800990173
"기호",1,1,36.1850639839977,63.8149360160023
"기회",158,107,45.5722629176661,54.4277370823339
"기획",121,53,56.4183384148035,43.5816615851965
"기획단",1,1,36.1850639839977,63.8149360160023
"기획력",4,1,69.4014157985136,30.5985842014864
"기획부",7,4,49.806874828228,50.193125171772
"기획서",2,1,53.1410169741516,46.8589830258484
"기후",1,2,22.0889894804604,77.9110105195396
"긴장",4,8,22.0889894804604,77.9110105195396
"긴장감",14,3,72.5737799658047,27.4262200341952
"길",36,33,38.2174331957323,61.7825668042677
"길가",1,1,36.1850639839977,63.8149360160023
"길이",4,5,31.2064672128189,68.7935327871811
"길지",2,4,22.0889894804604,77.9110105195396
"김",4,3,43.0537437388594,56.9462562611406
"깊이",22,16,43.8097440144293,56.1902559855707
"깨달음",1,2,22.0889894804604,77.9110105195396
"꼴찌",1,3,15.8964478875207,84.1035521124793
"꽃",3,7,19.5503443410944,80.4496556589056
"꾸지람",3,2,45.9619207586082,54.0380792413918
"꿈",117,85,43.8360598202273,56.1639401797727
"끈",3,5,25.3853154449109,74.6146845550891
"끈기",77,47,48.158757634985,51.841242365015
"끝",126,80,47.1758699972721,52.8241300027279
"끼",1,1,36.1850639839977,63.8149360160023
"끼니",1,2,22.0889894804604,77.9110105195396
"나날",3,1,62.9779609910999,37.0220390089001
"나노",1,10,5.36604134216193,94.6339586578381
"나라",17,42,18.6669616151324,81.3330383848676
"나머지",9,9,36.1850639839977,63.8149360160023
"나무",10,8,41.479026876222,58.520973123778
"나이",18,43,19.1829019934955,80.8170980065045
"나중",10,12,32.0894868799385,67.9105131200615
"나태",5,4,41.479026876222,58.520973123778
"낙천",3,7,19.5503443410944,80.4496556589056
"난관",8,3,60.1924040764047,39.8075959235953
"날",50,33,46.2116395827731,53.7883604172269
"날개",3,3,36.1850639839977,63.8149360160023
"날씨",11,5,55.5054999562338,44.4945000437662
"날짜",12,7,49.2914391253292,50.7085608746708
"남",11,31,16.75023852937,83.24976147063
"남고",1,4,12.4157517940883,87.5842482059117
"남동",16,6,60.1924040764047,39.8075959235953
"남매",5,8,26.1662706573432,73.8337293426568
"남성",5,2,58.6362908935067,41.3637091064933
"남아",29,19,46.3941710850622,53.6058289149378
"남을",1,1,36.1850639839977,63.8149360160023
"남이",2,1,53.1410169741516,46.8589830258484
"남자",24,7,66.0338454959221,33.966154504078
"남지",15,4,68.0139945066527,31.9860054933473
"납기일",4,1,69.4014157985136,30.5985842014864
"납땜",3,2,45.9619207586082,54.0380792413918
"납품",3,6,22.0889894804604,77.9110105195396
"낭비",3,5,25.3853154449109,74.6146845550891
"낮",4,5,31.2064672128189,68.7935327871811
"낯",1,14,3.8925657261546,96.1074342738454
"내",93,25,67.8390026750216,32.1609973249784
"내기",12,4,62.9779609910999,37.0220390089001
"내년",3,2,45.9619207586082,54.0380792413918
"내면",11,3,67.5231319454403,32.4768680545597
"내부",37,12,63.6144847576482,36.3855152423518
"내서",3,2,45.9619207586082,54.0380792413918
"내성",6,14,19.5503443410944,80.4496556589056
"내신",1,4,12.4157517940883,87.5842482059117
"내야",3,2,45.9619207586082,54.0380792413918
"내역",10,3,65.39917167604,34.60082832396
"내용",157,39,69.5369401244698,30.4630598755302
"내의",11,3,67.5231319454403,32.4768680545597
"내일",13,4,64.8240522140092,35.1759477859908
"내자",1,1,36.1850639839977,63.8149360160023
"낼",1,5,10.1855232934802,89.8144767065198
"냄새",3,1,62.9779609910999,37.0220390089001
"냉동",6,1,77.2840212359008,22.7159787640992
"냉장고",14,2,79.876112781181,20.123887218819
"넘버",2,2,36.1850639839977,63.8149360160023
"네이버",10,3,65.39917167604,34.60082832396
"네트워크",29,10,62.184105004476,37.815894995524
"념",1,1,36.1850639839977,63.8149360160023
"노",7,2,66.4947785411554,33.5052214588446
"노동",6,3,53.1410169741516,46.8589830258484
"노래",22,15,45.404293304183,54.595706695817
"노력",245,153,47.58885800084,52.41114199916
"노령",2,2,36.1850639839977,63.8149360160023
"노무",1,1,36.1850639839977,63.8149360160023
"노선",2,4,22.0889894804604,77.9110105195396
"노인",38,8,72.9246655664619,27.0753344335381
